record_status,authors_year,title,doi_isbn,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,total_score,decision,provenance_note
retained_after_quality_assessment,Xu et al. (2021),Optimization for a Multi-Constraint Truck Appointment System Considering Morning and Evening Peak Congestion,10.3390/su13031181,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Bouyahia et al. (2025),A Novel Truck Appointment System for Container Terminals,10.3390/su17135740,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Cota et al. (2022),Integrating Vehicle Scheduling and Open Routing Decisions in a Cross-Docking Center with Multiple Docks,10.1016/j.cie.2021.107869,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Fonseca et al. (2025),Stability Approach to {{CDC}} Truck Scheduling Problem under Uncertainty,10.1007/s11590-024-02137-6,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Kappatos et al. (2025),Truck Service Optimisation in Port Areas by Comparing Genetic Algorithm and Cuckoo Search Algorithm,10.2478/ttj-2025-0030,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Movassaghi and Darestani (2021),Cross-Docks Scheduling with Multiple Doors Using Fuzzy Approach,10.48295/ET.2020.79.3,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Sha et al. (2021),"Simulation Model to Determine Ratios between Quay, Yard and Intra-Terminal Transfer Equipment in an Integrated Container Handling System",10.24006/JILT.2021.19.1.001,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Torbali e Alpan (2023),A Multi-Agent-Based Real-Time Truck Scheduling Model for Cross-Docking Problems with Single Inbound and Outbound Doors,10.1016/j.sca.2023.100028,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Wang et al. (2025),Optimizing Expressway Battery Electric Vehicle Charging and Mobile Storage Energy Truck Scheduling: A Two-Stage Approach to Improve Photovoltaic Generation Utilization,10.1016/j.energy.2025.135145,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Zheng et al. (2026),Truck Scheduling Optimization at a Cold Chain Cross-Docking Terminal Considering Uncertainties and the Door-Mixed Service Mode,10.1016/j.eswa.2025.129849,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Abbas et al. (2018),A Constrained Fuzzy Knowledge-Based System for the Management of Container Yard Operations,10.1007/s40815-018-0448-9,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Cekała et al. (2015),Truck Loading Schedule Optimization Using Genetic Algorithm for Yard Management,10.1007/978-3-319-15702-3_52,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Vahdani and Shahramfard (2019),A Truck Scheduling Problem at a Cross-Docking Facility with Mixed Service Mode Dock Doors,10.1108/EC-08-2018-0355,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Xu et al. (2022),Dynamic Appointment Rescheduling of Trucks under Uncertainty of Arrival Time,10.3390/jmse10050695,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Banyai and Trojahn (2025),Adaptive Real-Time Planning of Trailer Assignments in High-Throughput Cross-Docking Terminals,10.3390/a18110679,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Eti et al. (2025),Multi-Door Cross-Dock Scheduling under Flexible Doors Mode and Material Handling Resource Restrictions,10.1016/j.cor.2025.107183,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Modica et al. (2024),Integrating Arrival Time Estimation in Truck Scheduling: An Explorative Study in Grocery Retailing,10.1080/21693277.2024.2425678,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Noh et al. (2025),Inbound Truck Scheduling for Workload Balancing in Cross-Docking Terminals,10.3390/math13152533,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
retained_after_quality_assessment,Rostami et al. (2022),Modelling Cross-Docking in a Three-Level Supply Chain with Stochastic Service and Queuing System: {{MOWFA}} Algorithm,10.3390/a15080265,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,>7.5,included,Included study present in the final extraction spreadsheet; item-level QA scores were not preserved in the exported local materials.
excluded_after_quality_assessment,Excluded study 1,Identifier unavailable in current local export,,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,<=7.5,excluded,One of the three studies excluded by the QA threshold; article-level identifiers were not preserved in the exported local materials.
excluded_after_quality_assessment,Excluded study 2,Identifier unavailable in current local export,,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,<=7.5,excluded,One of the three studies excluded by the QA threshold; article-level identifiers were not preserved in the exported local materials.
excluded_after_quality_assessment,Excluded study 3,Identifier unavailable in current local export,,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,not_preserved_in_local_export,<=7.5,excluded,One of the three studies excluded by the QA threshold; article-level identifiers were not preserved in the exported local materials.
